Episode,Total Reward,Avg Loss,Deployed Nodes,Coverage
292,-173459.8851451897,6.074175119400024,24.0,99.7599
293,-46183.36190785398,6.070352401733398,23.0,100.0
294,-138077.02044273724,6.12174909870799,21.0,100.0
295,-77134.87199473685,6.16625164105342,17.0,100.0
296,-106695.31185548472,6.1123020721204355,20.0,100.0
297,-35881.50748597121,6.029569194430397,20.0,100.0
298,-46518.344949316794,6.082759780883789,21.0,100.0
299,-102024.37649256768,6.041691808139577,23.0,100.0
300,-107104.7027453417,6.127430359522502,20.0,100.0
301,-77157.9817077945,6.121159471314529,21.0,100.0
302,-35964.75472289568,6.084932077498663,20.0,100.0
303,-56585.25719696324,6.142900430239164,21.0,100.0
304,-41032.3035627642,6.049887050281871,21.0,100.0
305,-82157.79420815481,6.0159937888383865,24.0,100.0
306,-50896.34194037362,6.030280785127119,19.0,100.0
307,-25923.82533540463,6.067652249336243,21.0,100.0
308,-92318.00953470154,6.070083920160929,18.0,100.0
309,-77048.89893561567,6.172971297954691,21.0,100.0
310,-66748.87138307282,6.139926539527045,20.0,100.0
311,-107499.61082191605,5.998618658851175,20.0,100.0
312,-111719.27611341995,6.13249229129992,23.0,100.0
313,-41093.975897806005,6.2083547711372375,22.0,100.0
314,-45614.40253306872,6.178356253582498,23.0,100.0
315,-61821.487080016865,6.171377921926564,22.0,100.0
316,-61068.4420401275,6.188234329223633,20.0,100.0
317,-61352.710197788794,6.1230672139387865,22.0,100.0
318,-137866.2243783034,6.156932886256728,22.0,100.0
319,-183290.85246246218,6.170631294250488,24.0,99.75500000000001
320,-71283.13634873545,6.140547900364317,22.0,100.0
321,-51256.21977467553,6.1997663688659665,24.0,100.0
322,-41002.522864732615,6.095749668453051,23.0,100.0
323,-36081.08091038004,6.109088524528172,22.0,100.0
324,-66409.2960184402,6.172706621033805,22.0,100.0
325,-71372.51561097907,6.192887033735003,22.0,100.0
326,-41279.226940554276,6.106272034023119,21.0,100.0
327,-76125.57646300246,6.178746733172186,23.0,100.0
328,-81850.87444221711,6.193583011627197,18.0,100.0
329,-10758.865373419929,6.193772708668428,20.0,100.0
330,-66944.4599952045,6.207609466144016,21.0,100.0
331,-40659.08543594894,6.174798094707986,24.0,100.0
332,-30832.948634489254,6.138844058627174,24.0,100.0
333,-51621.24216516074,6.1373841244241465,18.0,100.0
334,-20610.55279080603,6.15667073726654,22.0,100.0
335,-41263.92771146702,6.135652500650157,21.0,100.0
336,-51062.03384753743,6.137994381097647,23.0,100.0
337,-61688.87976360804,6.29124955030588,21.0,100.0
338,-117254.81332288454,6.246897346095035,22.0,100.0
339,-35932.415878683925,6.187289563092318,20.0,100.0
340,-97503.4173418748,6.1898774147033695,23.0,100.0
341,-56119.73295105433,6.170636693636577,20.0,100.0
342,-86455.26274696768,6.14169454574585,21.0,100.0
343,-71721.49253511136,6.153403075536092,23.0,100.0
344,-61405.19128800854,6.094201399729802,22.0,100.0
345,-65962.31166757604,6.193860583835178,23.0,100.0
346,-56708.30780738029,6.283513849431818,16.0,100.0
347,-102391.90220563587,6.205609226226807,22.0,100.0
348,-36619.253485682464,6.178471933711659,20.0,100.0
349,-71540.20496214813,6.246892384120396,20.0,100.0
350,-92567.26528915689,6.257021354906486,20.0,100.0
351,-56164.02426791813,6.2064358087686395,23.0,100.0
352,-56430.87069326751,6.187384953865638,23.0,100.0
353,-15797.73097101799,6.238048101726331,21.0,100.0
354,-76922.68277304765,6.209038598196847,23.0,100.0
355,-127430.45071166118,6.152790988363871,23.0,100.0
356,-71367.8829642765,6.216891241073609,23.0,100.0
357,-70799.84974291355,6.057559384240045,22.0,100.0
358,-35391.47592293221,6.090477013587952,22.0,100.0
359,-66751.05695073222,6.136998908860343,21.0,100.0
360,-46103.23978712628,6.095134648409757,20.0,100.0
361,-36243.66603986776,6.135223347207774,21.0,100.0
362,-56628.11526867765,6.231292572021484,19.0,100.0
363,-31029.51654152801,6.216497496554726,19.0,100.0
